customer_id,age,region,preferred_channel,monthly_transactions_avg,avg_monthly_balance,num_products_held,digital_adoption_score,credit_card_issued,loan_taken,Age_group,Balance_Category,month,monthly_transactions,Month_Name,Active Customer
CUST100025,50,North,Branch,15,42920,1,0.62,1,0,46-60,Medium,01-07-2023,32,July,Yes
CUST100025,50,North,Branch,15,42920,1,0.62,1,0,46-60,Medium,01-08-2023,36,August,Yes
CUST100025,50,North,Branch,15,42920,1,0.62,1,0,46-60,Medium,01-09-2023,35,September,Yes
CUST100025,50,North,Branch,15,42920,1,0.62,1,0,46-60,Medium,01-10-2023,32,October,Yes
CUST100025,50,North,Branch,15,42920,1,0.62,1,0,46-60,Medium,01-11-2023,29,November,Yes
CUST100025,50,North,Branch,15,42920,1,0.62,1,0,46-60,Medium,01-12-2023,28,December,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-01-2022,27,January,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-02-2022,28,February,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-03-2022,31,March,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-04-2022,37,April,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-05-2022,33,May,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-06-2022,30,June,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-07-2022,33,July,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-08-2022,32,August,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-09-2022,30,September,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-10-2022,24,October,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-11-2022,23,November,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-12-2022,20,December,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-01-2023,26,January,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-02-2023,24,February,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-03-2023,22,March,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-04-2023,30,April,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-05-2023,27,May,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-06-2023,30,June,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-07-2023,30,July,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-08-2023,30,August,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-09-2023,33,September,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-10-2023,30,October,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-11-2023,26,November,Yes
CUST100031,44,West,Mobile App,19,35832,1,0.45,0,0,31-45,Medium,01-12-2023,29,December,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-01-2022,20,January,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-02-2022,19,February,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-03-2022,22,March,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-04-2022,26,April,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-05-2022,29,May,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-06-2022,21,June,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-07-2022,29,July,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-08-2022,23,August,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-09-2022,18,September,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-10-2022,21,October,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-11-2022,17,November,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-12-2022,17,December,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-01-2023,17,January,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-02-2023,19,February,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-03-2023,15,March,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-04-2023,21,April,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-05-2023,22,May,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-06-2023,25,June,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-07-2023,24,July,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-08-2023,24,August,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-09-2023,24,September,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-10-2023,26,October,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-11-2023,22,November,Yes
CUST100037,68,North,Online Banking,15,38687,2,0.51,1,0,60+,Medium,01-12-2023,19,December,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-01-2022,27,January,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-02-2022,25,February,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-03-2022,28,March,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-04-2022,34,April,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-05-2022,32,May,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-06-2022,28,June,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-07-2022,30,July,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-08-2022,26,August,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-09-2022,24,September,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-10-2022,26,October,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-11-2022,22,November,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-12-2022,18,December,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-01-2023,21,January,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-02-2023,24,February,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-03-2023,24,March,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-04-2023,25,April,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-05-2023,26,May,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-06-2023,29,June,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-07-2023,24,July,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-08-2023,31,August,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-09-2023,28,September,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-10-2023,27,October,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-11-2023,28,November,Yes
CUST100040,20,South,ATM,26,49681,2,0.28,0,0,18-30,Medium,01-12-2023,26,December,Yes
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-01-2022,14,January,No
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-02-2022,15,February,Yes
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-03-2022,16,March,Yes
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-04-2022,15,April,Yes
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-05-2022,16,May,Yes
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-06-2022,16,June,Yes
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-07-2022,14,July,No
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-08-2022,13,August,No
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-09-2022,10,September,No
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-10-2022,10,October,No
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-11-2022,7,November,No
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-12-2022,10,December,No
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-01-2023,10,January,No
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-02-2023,10,February,No
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-03-2023,11,March,No
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-04-2023,9,April,No
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-05-2023,18,May,Yes
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-06-2023,15,June,Yes
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-07-2023,19,July,Yes
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-08-2023,19,August,Yes
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-09-2023,15,September,Yes
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-10-2023,15,October,Yes
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-11-2023,15,November,Yes
CUST100048,21,South,Branch,14,58320,1,0.13,0,1,18-30,Medium,01-12-2023,9,December,No
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-01-2022,21,January,Yes
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-02-2022,23,February,Yes
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-03-2022,24,March,Yes
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-04-2022,26,April,Yes
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-05-2022,27,May,Yes
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-06-2022,26,June,Yes
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-07-2022,19,July,Yes
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-08-2022,20,August,Yes
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-09-2022,20,September,Yes
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-10-2022,19,October,Yes
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-11-2022,17,November,Yes
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-12-2022,12,December,No
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-01-2023,14,January,No
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-02-2023,17,February,Yes
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-03-2023,19,March,Yes
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-04-2023,20,April,Yes
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-05-2023,22,May,Yes
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-06-2023,24,June,Yes
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-07-2023,26,July,Yes
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-08-2023,22,August,Yes
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-09-2023,24,September,Yes
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-10-2023,25,October,Yes
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-11-2023,22,November,Yes
CUST100054,19,Central,ATM,17,63806,3,0.67,0,0,18-30,High,01-12-2023,21,December,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-01-2022,28,January,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-02-2022,32,February,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-03-2022,29,March,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-04-2022,31,April,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-05-2022,37,May,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-06-2022,35,June,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-07-2022,32,July,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-08-2022,30,August,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-09-2022,27,September,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-10-2022,23,October,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-11-2022,22,November,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-12-2022,25,December,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-01-2023,22,January,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-02-2023,20,February,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-03-2023,25,March,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-04-2023,23,April,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-05-2023,27,May,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-06-2023,27,June,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-07-2023,32,July,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-08-2023,33,August,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-09-2023,35,September,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-10-2023,32,October,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-11-2023,29,November,Yes
CUST100056,45,South,Branch,13,34477,1,0.9,0,0,31-45,Medium,01-12-2023,26,December,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-01-2022,26,January,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-02-2022,29,February,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-03-2022,34,March,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-04-2022,33,April,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-05-2022,35,May,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-06-2022,37,June,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-07-2022,28,July,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-08-2022,30,August,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-09-2022,28,September,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-10-2022,24,October,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-11-2022,25,November,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-12-2022,29,December,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-01-2023,22,January,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-02-2023,26,February,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-03-2023,24,March,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-04-2023,24,April,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-05-2023,29,May,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-06-2023,32,June,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-07-2023,34,July,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-08-2023,37,August,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-09-2023,34,September,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-10-2023,32,October,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-11-2023,32,November,Yes
CUST100057,64,North,Branch,24,55545,3,0.06,0,0,60+,Medium,01-12-2023,29,December,Yes
CUST100059,61,East,ATM,16,40802,2,0.17,0,0,60+,Medium,01-01-2022,27,January,Yes
